DATAEMISSAO;CODIGOCLIENTE;DESCRICAOCLIENTE;CODIGOGRUPOPRODUTO;DESCRICAOGRUPOPRODUTO;CODIGOPRODUTO;NOMEPRODUTO;TIPOFATURAMENTO;DESCRICAOTIPOFATURAMENTO;VOLUME;VALORLIQUIDO;MES
2026-01-21;10004225;DISTRIBUIDORA BRINDE ATIVO;90013172;Bebidas Mistas Alcoólicas;10015857;Drink Misto Peach 269ml;1;VENDA;769;12750.019999999999;Janeiro
2026-01-21;10004236;ATACADISTA SELEÇÃO DE BEBIDAS;90013094;Bebidas Energéticas Premium;10020282;Energético Red Blue Tropical Edition 250ml;1;VENDA;1047;19819.71;Janeiro
2026-01-21;10004005;DISTRIBUIDORA SABOR DAS BEBIDAS;90013018;Destilados Premium;10016862;Gin London Dry Premium 750ml;1;VENDA;770;7969.5;Janeiro
2026-01-21;10004219;SUPRIMENTOS MASTER BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015852;Drink Misto Senses 269ml;1;VENDA;893;12787.76;Janeiro
2026-01-21;10004006;SUPRIMENTOS GARRAFAS & COPO;91503404;Bebidas Gasosas Saborizadas;10022638;Soda Limonada Classic 350ml;1;VENDA;620;10099.8;Janeiro
2026-01-21;10004232;COMERCIAL ALPHA BEBIDAS;91503404;Bebidas Gasosas Saborizadas;10022637;Água Tônica com Limão 350ml;1;VENDA;1307;9998.550000000001;Janeiro
2026-01-21;10004219;SUPRIMENTOS MASTER BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015855;Drink Misto Pineapple 269ml;1;VENDA;1367;12685.759999999998;Janeiro
2026-01-21;10004003;REDE BRINDE FELIZ DISTRIBUIÇÃO;91503402;Bebidas Energéticas Funcionais;10022949;Energético Focus Max 1L (Garrafa);1;VENDA;739;9976.5;Janeiro
2026-01-21;10000964;LOGÍSTICA ESSENCIAL BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015848;Drink Misto Blueberry 269ml;1;VENDA;657;4066.8300000000004;Janeiro
2026-01-21;10004226;LOGÍSTICA CENTRAL DE BEBIDAS;91503409;Bebidas Prontas Geladas;10021538;Hard Seltzer Pack Mix 310ml;1;VENDA;719;6197.78;Janeiro
2026-01-21;10004223;LOGÍSTICA BEBIDAS DO SUL;90013060;Bebidas Prontas para Consumo (RTD);10003698;Gin Tônica Frutas Vermelhas 269ml;1;VENDA;1108;18215.52;Janeiro
2026-01-21;10004238;LOGÍSTICA BEBIDAS DO BRASIL;91503402;Bebidas Energéticas Funcionais;10022946;Energético Focus Max 250ml (Lata);1;VENDA;1002;6072.12;Janeiro
2026-01-21;10004205;DISTRIBUIDORA VIVA SABOR BEBIDAS;90013094;Bebidas Energéticas Premium;10020280;Energético Red Blue Original 250ml;1;VENDA;1460;8803.800000000001;Janeiro
2026-01-21;10004206;LOGÍSTICA NACIONAL DE BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015857;Drink Misto Peach 269ml;1;VENDA;1769;23828.43;Janeiro
2026-01-21;10004226;LOGÍSTICA CENTRAL DE BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015853;Drink Misto Fire 269ml;1;VENDA;1705;9275.2;Janeiro
2026-01-21;10000964;LOGÍSTICA ESSENCIAL BEBIDAS;90013014;Sucos Naturais Premium;10021324;Néctar de Uva Premium 1L;3;BONIFICAÇÃO;29;48.14;Janeiro
2026-01-21;10001683;ATACADISTA BRINDE AMIGO;90013014;Sucos Naturais Premium;10008336;Suco de Laranja Integral 300ml;1;VENDA;1022;9729.439999999999;Janeiro
2026-01-21;10004001;LOGÍSTICA GARRAFAS & LOG;90013172;Bebidas Mistas Alcoólicas;10015852;Drink Misto Senses 269ml;1;VENDA;1892;16763.12;Janeiro
2026-01-21;10004004;CENTRAL DE NUTRIÇÃO E BEBIDAS;91503405;Energéticos de Alta Performance;10023656;Shot Energético Ultra-Concentrado 60ml;1;VENDA;13;100.88;Janeiro
2026-01-21;10004205;DISTRIBUIDORA VIVA SABOR BEBIDAS;91503402;Bebidas Energéticas Funcionais;10022954;Energético Focus Max Pack 6x250ml;1;VENDA;426;8025.84;Janeiro
2026-01-21;10004210;CENTRAL LOGÍSTICA DAS BEBIDAS;90013159;Cervejas Puro Malte;10002818;Cerveja Puro Malte Premium 355ml;1;VENDA;1088;6778.240000000001;Janeiro
2026-01-21;10004201;SUPRIMENTOS PREMIUM BEVERAGES;91503404;Bebidas Gasosas Saborizadas;10022638;Soda Limonada Classic 350ml;1;VENDA;759;9745.56;Janeiro
2026-01-21;10004210;CENTRAL LOGÍSTICA DAS BEBIDAS;90013022;Insumos para Produção de Bebidas;10026538;Lúpulo em Pellet para Brassagem 5kg;1;VENDA;1519;10374.77;Janeiro
2026-01-21;10004226;LOGÍSTICA CENTRAL DE BEBIDAS;91503402;Bebidas Energéticas Funcionais;10022946;Energético Focus Max 250ml (Lata);1;VENDA;271;4211.34;Janeiro
2026-01-21;10004232;COMERCIAL ALPHA BEBIDAS;90013094;Bebidas Energéticas Premium;10020280;Energético Red Blue Original 250ml;1;VENDA;297;4434.21;Janeiro
2026-01-21;10004234;LOGÍSTICA BEBIDAS ATACADO FELIZ;91503405;Energéticos de Alta Performance;10023656;Shot Energético Ultra-Concentrado 60ml;1;VENDA;859;6433.91;Janeiro
2026-01-21;10004211;DISTRIBUIDORA TUDO EM BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015853;Drink Misto Fire 269ml;1;VENDA;943;7760.89;Janeiro
2026-01-21;10004001;LOGÍSTICA GARRAFAS & LOG;90013172;Bebidas Mistas Alcoólicas;10015852;Drink Misto Senses 269ml;1;VENDA;2;34.64;Janeiro
2026-01-21;10004220;ATACADO COPO GELADO;90013032;Vinhos Tintos Importados;10001164;Vinho Tinto Cabernet Reservado 750ml;1;VENDA;1620;15211.800000000001;Janeiro
2026-01-21;10004231;DISTRIBUIDORA REINO DAS BEBIDAS;90013018;Destilados Premium;10002994;Vodka Destilada Premium 1L;1;VENDA;404;4314.72;Janeiro
2026-01-21;10004228;SUPRIMENTOS BRINDE UNIDO;90013032;Vinhos Tintos Importados;10024278;Vinho Tinto Merlot Chileno 750ml;1;VENDA;942;18538.56;Janeiro
2026-01-21;10004210;CENTRAL LOGÍSTICA DAS BEBIDAS;91503402;Bebidas Energéticas Funcionais;10022949;Energético Focus Max 1L (Garrafa);1;VENDA;248;1398.72;Janeiro
2026-01-21;10004234;LOGÍSTICA BEBIDAS ATACADO FELIZ;90013153;Refrigerantes Sabor Cola;10001864;Refri Cola Original 250ml;1;VENDA;749;6493.83;Janeiro
2026-01-21;10004202;CENTRAL CONFORT BEBIDAS;91503404;Bebidas Gasosas Saborizadas;10022636;Água Tônica Tradicional 350ml;1;VENDA;1578;17105.52;Janeiro
2026-01-21;10005002;DISTRIBUIDORA ATLETA BEBIDAS;90013159;Cervejas Puro Malte;10002818;Cerveja Puro Malte Premium 355ml;1;VENDA;1108;17229.4;Janeiro
2026-01-21;10004216;DISTRIBUIDORA VIVA BEBIDAS;90013060;Bebidas Prontas para Consumo (RTD);10005771;Pack 6 Unidades Gin Tônica 269ml;1;VENDA;949;18344.17;Janeiro
2026-01-21;10004004;CENTRAL DE NUTRIÇÃO E BEBIDAS;91503402;Bebidas Energéticas Funcionais;10022946;Energético Focus Max 250ml (Lata);1;VENDA;145;2784.0;Janeiro
2026-01-21;10004006;SUPRIMENTOS GARRAFAS & COPO;90013011;Cervejas Lager Tradicionais;10001628;Cerveja Lager Standard 350ml (Lata);1;VENDA;1060;5830.0;Janeiro
2026-01-21;10000449;ATACADO BRINDE & CIA;90013041;Cervejas Artesanais Lupuladas;10008019;Cerveja IPA Imperial Lúpulo 473ml;1;VENDA;1413;16800.57;Janeiro
2026-01-21;10000964;LOGÍSTICA ESSENCIAL BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015848;Drink Misto Blueberry 269ml;1;VENDA;264;5266.8;Janeiro
2026-01-21;10004003;REDE BRINDE FELIZ DISTRIBUIÇÃO;90013201;Cervejas Artesanais Premium;10001163;Cerveja Artesanal Alpha Gold 600ml;1;VENDA;267;2400.33;Janeiro
2026-01-21;10004215;CENTRAL DE SUPRIMENTOS DE BEBIDAS;90013060;Bebidas Prontas para Consumo (RTD);10003696;Gin Tônica Limão 269ml;1;VENDA;160;2192.0;Janeiro
2026-01-21;10004221;DISTRIBUIDORA BRINDE & AMIGOS;90013006;Bebidas Funcionais Vitaminadas;10022281;Isotônico Citrus Vitaminado 500ml;1;VENDA;1008;6521.759999999999;Janeiro
2026-01-21;10004234;LOGÍSTICA BEBIDAS ATACADO FELIZ;90013006;Bebidas Funcionais Vitaminadas;10022281;Isotônico Citrus Vitaminado 500ml;1;VENDA;571;10455.009999999998;Janeiro
2026-01-21;10004215;CENTRAL DE SUPRIMENTOS DE BEBIDAS;90013212;Equipamentos para Produção de Bebidas;30002383;Barril Inox para Fermentação 30L;3;BONIFICAÇÃO;14;25.48;Janeiro
2026-01-21;10004230;SUPRIMENTOS GARRAFAS & SABORES;90013082;Cervejas Regionais;10021924;Cerveja Pilsen Regional do Sul 600ml;1;VENDA;1033;11063.43;Janeiro
2026-01-21;10004212;DISTRIBUIDORA PORTAL DAS BEBIDAS;90013041;Cervejas Artesanais Lupuladas;10008019;Cerveja IPA Imperial Lúpulo 473ml;1;VENDA;1285;6566.35;Janeiro
2026-01-21;10004006;SUPRIMENTOS GARRAFAS & COPO;90013014;Sucos Naturais Premium;10021324;Néctar de Uva Premium 1L;1;VENDA;1596;12353.04;Janeiro
2026-01-21;10004212;DISTRIBUIDORA PORTAL DAS BEBIDAS;90013014;Sucos Naturais Premium;10021324;Néctar de Uva Premium 1L;1;VENDA;65;472.54999999999995;Janeiro
2026-01-21;10004232;COMERCIAL ALPHA BEBIDAS;90013006;Bebidas Funcionais Vitaminadas;10022283;Isotônico Tangerina Vitaminado 500ml;1;VENDA;1834;15735.72;Janeiro
2026-01-21;10004004;CENTRAL DE NUTRIÇÃO E BEBIDAS;90013006;Bebidas Funcionais Vitaminadas;10022282;Isotônico Uva Vitaminado 500ml;1;VENDA;860;4360.2;Janeiro
2026-01-21;10004205;DISTRIBUIDORA VIVA SABOR BEBIDAS;90013094;Bebidas Energéticas Premium;10020281;Energético Red Blue Sugar Free 250ml;1;VENDA;424;7992.400000000001;Janeiro
2026-01-21;10004221;DISTRIBUIDORA BRINDE & AMIGOS;90013014;Sucos Naturais Premium;10008339;Suco de Laranja Integral 2L;13;COMPRA;90;830.7;Janeiro
2026-01-21;10004221;DISTRIBUIDORA BRINDE & AMIGOS;91503405;Energéticos de Alta Performance;10023656;Shot Energético Ultra-Concentrado 60ml;13;COMPRA;180;1728.0;Janeiro
2026-01-21;10004227;LOGÍSTICA INTEGRAL DE BEBIDAS;90013006;Bebidas Funcionais Vitaminadas;10022281;Isotônico Citrus Vitaminado 500ml;1;VENDA;319;2188.34;Janeiro
2026-01-21;10000964;LOGÍSTICA ESSENCIAL BEBIDAS;90013082;Cervejas Regionais;10021923;Cerveja Pilsen Regional do Norte 600ml;1;VENDA;7;65.31;Janeiro
2026-01-21;10004227;LOGÍSTICA INTEGRAL DE BEBIDAS;90013011;Cervejas Lager Tradicionais;10001628;Cerveja Lager Standard 350ml (Lata);1;VENDA;664;8618.720000000001;Janeiro
2026-01-21;10004001;LOGÍSTICA GARRAFAS & LOG;90013079;Refrigerantes Sabor Frutas;10007785;Refrigerante de Guaraná 2L;1;VENDA;765;4880.7;Janeiro
2026-01-21;10004005;DISTRIBUIDORA SABOR DAS BEBIDAS;90013213;Categoria de Bebidas Diversas;90013437;Água Tônica Industrial para Mistura 20L;1;VENDA;455;8617.7;Janeiro
2026-01-21;10004223;LOGÍSTICA BEBIDAS DO SUL;90013032;Vinhos Tintos Importados;10003736;Vinho Tinto Malbec Argentino 750ml;1;VENDA;1880;13178.8;Janeiro
2026-01-21;10001683;ATACADISTA BRINDE AMIGO;90013172;Bebidas Mistas Alcoólicas;10015851;Drink Misto Maracujá 269ml;1;VENDA;543;4892.43;Janeiro
2026-01-21;10004001;LOGÍSTICA GARRAFAS & LOG;91503409;Bebidas Prontas Geladas;10021535;Hard Seltzer Amora 310ml;1;VENDA;1383;14881.08;Janeiro
2026-01-21;10004212;DISTRIBUIDORA PORTAL DAS BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015857;Drink Misto Peach 269ml;1;VENDA;1379;11969.72;Janeiro
2026-01-21;10004216;DISTRIBUIDORA VIVA BEBIDAS;90013014;Sucos Naturais Premium;10021324;Néctar de Uva Premium 1L;1;VENDA;972;9292.32;Janeiro
2026-01-21;10004221;DISTRIBUIDORA BRINDE & AMIGOS;90013011;Cervejas Lager Tradicionais;10001628;Cerveja Lager Standard 350ml (Lata);1;VENDA;1824;18349.440000000002;Janeiro
2026-01-21;10004234;LOGÍSTICA BEBIDAS ATACADO FELIZ;90013172;Bebidas Mistas Alcoólicas;10015854;Pack Econômico Drink Misto 269ml;1;VENDA;76;1345.96;Janeiro
2026-01-21;10005002;DISTRIBUIDORA ATLETA BEBIDAS;90013060;Bebidas Prontas para Consumo (RTD);10003698;Gin Tônica Frutas Vermelhas 269ml;1;VENDA;1943;27610.030000000002;Janeiro
2026-01-21;10004001;LOGÍSTICA GARRAFAS & LOG;90013172;Bebidas Mistas Alcoólicas;10015856;Drink Misto Lemonade 269ml;1;VENDA;706;4045.38;Janeiro
2026-01-21;10004227;LOGÍSTICA INTEGRAL DE BEBIDAS;90013022;Insumos para Produção de Bebidas;10026538;Lúpulo em Pellet para Brassagem 5kg;1;VENDA;642;5861.460000000001;Janeiro
2026-01-21;10004003;REDE BRINDE FELIZ DISTRIBUIÇÃO;90013068;Cervejas Especiais de Trigo;10003719;Cerveja Weiss Trigo Tradicional 500ml;1;VENDA;1462;25277.98;Janeiro
2026-01-21;10000449;ATACADO BRINDE & CIA;91503404;Bebidas Gasosas Saborizadas;10022638;Soda Limonada Classic 350ml;1;VENDA;1860;31248.0;Janeiro
2026-01-21;10004231;DISTRIBUIDORA REINO DAS BEBIDAS;90013153;Refrigerantes Sabor Cola;10001864;Refri Cola Original 250ml;1;VENDA;445;7805.299999999999;Janeiro
2026-01-21;10004007;LOGÍSTICA GUARDA BEBIDAS;90013022;Insumos para Produção de Bebidas;10026538;Lúpulo em Pellet para Brassagem 5kg;1;VENDA;48;321.6;Janeiro
2026-01-21;10004228;SUPRIMENTOS BRINDE UNIDO;90013153;Refrigerantes Sabor Cola;10001866;Refri Cola Original 2L;1;VENDA;352;4875.2;Janeiro
2026-01-21;10000449;ATACADO BRINDE & CIA;90013060;Bebidas Prontas para Consumo (RTD);10003700;Vodka e Citrus Lata 269ml;1;VENDA;779;4580.5199999999995;Janeiro
2026-01-21;10004215;CENTRAL DE SUPRIMENTOS DE BEBIDAS;90013068;Cervejas Especiais de Trigo;10003719;Cerveja Weiss Trigo Tradicional 500ml;1;VENDA;303;3072.42;Janeiro
2026-01-21;10004238;LOGÍSTICA BEBIDAS DO BRASIL;90013022;Insumos para Produção de Bebidas;10026538;Lúpulo em Pellet para Brassagem 5kg;1;VENDA;1325;7499.5;Janeiro
2026-01-21;10004004;CENTRAL DE NUTRIÇÃO E BEBIDAS;90013068;Cervejas Especiais de Trigo;10003719;Cerveja Weiss Trigo Tradicional 500ml;1;VENDA;1988;20714.96;Janeiro
2026-01-21;10004220;ATACADO COPO GELADO;90013006;Bebidas Funcionais Vitaminadas;10022281;Isotônico Citrus Vitaminado 500ml;1;VENDA;1785;19278.0;Janeiro
2026-01-21;10004234;LOGÍSTICA BEBIDAS ATACADO FELIZ;91503409;Bebidas Prontas Geladas;10021537;Hard Seltzer Abacaxi 310ml;2;DEVOLUÇÃO DE VENDA;-77;-1142.68;Janeiro
2026-01-21;10004221;DISTRIBUIDORA BRINDE & AMIGOS;90013212;Equipamentos para Produção de Bebidas;30002390;Tampa e Lacre para Garrafas (Lote 1000);3;BONIFICAÇÃO;27;70.74000000000001;Janeiro
2026-01-21;10004231;DISTRIBUIDORA REINO DAS BEBIDAS;90013060;Bebidas Prontas para Consumo (RTD);10003700;Vodka e Citrus Lata 269ml;1;VENDA;1276;20109.76;Janeiro
2026-01-21;10004236;ATACADISTA SELEÇÃO DE BEBIDAS;90013060;Bebidas Prontas para Consumo (RTD);10003698;Gin Tônica Frutas Vermelhas 269ml;1;VENDA;629;11617.63;Janeiro
2026-01-21;10004209;DISTRIBUIDORA VIDA DE BEBIDA;90013172;Bebidas Mistas Alcoólicas;10015858;Drink Misto Strawberry 269ml;1;VENDA;1268;22037.84;Janeiro
2026-01-21;10004236;ATACADISTA SELEÇÃO DE BEBIDAS;90013159;Cervejas Puro Malte;10002818;Cerveja Puro Malte Premium 355ml;13;COMPRA;953;9186.92;Janeiro
2026-01-21;10004234;LOGÍSTICA BEBIDAS ATACADO FELIZ;91503402;Bebidas Energéticas Funcionais;10022946;Energético Focus Max 250ml (Lata);1;VENDA;627;5166.4800000000005;Janeiro
2026-01-21;10004003;REDE BRINDE FELIZ DISTRIBUIÇÃO;90013060;Bebidas Prontas para Consumo (RTD);10003635;Gin Tônica em Lata 269ml;1;VENDA;540;10173.6;Janeiro
2026-01-21;10004003;REDE BRINDE FELIZ DISTRIBUIÇÃO;90013094;Bebidas Energéticas Premium;10020281;Energético Red Blue Sugar Free 250ml;1;VENDA;791;10631.039999999999;Janeiro
2026-01-21;10004007;LOGÍSTICA GUARDA BEBIDAS;90013201;Cervejas Artesanais Premium;10001163;Cerveja Artesanal Alpha Gold 600ml;1;VENDA;566;10227.62;Janeiro
2026-01-21;10004223;LOGÍSTICA BEBIDAS DO SUL;90013014;Sucos Naturais Premium;10008336;Suco de Laranja Integral 300ml;1;VENDA;677;13303.05;Janeiro
2026-01-21;10004006;SUPRIMENTOS GARRAFAS & COPO;90013060;Bebidas Prontas para Consumo (RTD);10005779;Margarita Pronta Lata 269ml;1;VENDA;1366;26869.22;Janeiro
2026-01-21;10004215;CENTRAL DE SUPRIMENTOS DE BEBIDAS;90013153;Refrigerantes Sabor Cola;10001864;Refri Cola Original 250ml;1;VENDA;1530;10235.7;Janeiro
2026-01-21;10004223;LOGÍSTICA BEBIDAS DO SUL;90013172;Bebidas Mistas Alcoólicas;10015850;Drink Misto Melancia 269ml;1;VENDA;651;8840.58;Janeiro
2026-01-21;10004225;DISTRIBUIDORA BRINDE ATIVO;91503402;Bebidas Energéticas Funcionais;10022954;Energético Focus Max Pack 6x250ml;1;VENDA;1366;16514.94;Janeiro
2026-01-21;10004238;LOGÍSTICA BEBIDAS DO BRASIL;90013212;Equipamentos para Produção de Bebidas;30002384;Barril Inox para Fermentação 50L;3;BONIFICAÇÃO;19;88.16;Janeiro
2026-01-21;10004004;CENTRAL DE NUTRIÇÃO E BEBIDAS;91503404;Bebidas Gasosas Saborizadas;10022636;Água Tônica Tradicional 350ml;1;VENDA;55;793.65;Janeiro
2026-01-21;10004237;LOGÍSTICA MUNDO DAS BEBIDAS;91503409;Bebidas Prontas Geladas;10021539;Hard Seltzer Guaraná 310ml;1;VENDA;1197;15979.949999999999;Janeiro
2026-01-21;10004005;DISTRIBUIDORA SABOR DAS BEBIDAS;91503409;Bebidas Prontas Geladas;10021538;Hard Seltzer Pack Mix 310ml;1;VENDA;552;7777.68;Janeiro
2026-01-21;10004003;REDE BRINDE FELIZ DISTRIBUIÇÃO;90013172;Bebidas Mistas Alcoólicas;10015853;Drink Misto Fire 269ml;1;VENDA;1747;26222.47;Janeiro
2026-01-21;10004003;REDE BRINDE FELIZ DISTRIBUIÇÃO;90013014;Sucos Naturais Premium;10021324;Néctar de Uva Premium 1L;1;VENDA;1608;8216.880000000001;Janeiro
2026-01-21;10004009;ATACADISTA BRINDE SUPREMO;90013172;Bebidas Mistas Alcoólicas;10015849;Drink Misto Blueberry 330ml;1;VENDA;1286;7433.08;Janeiro
2026-01-21;10004003;REDE BRINDE FELIZ DISTRIBUIÇÃO;90013032;Vinhos Tintos Importados;10024278;Vinho Tinto Merlot Chileno 750ml;1;VENDA;1259;23820.280000000002;Janeiro
2026-01-21;10004212;DISTRIBUIDORA PORTAL DAS BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015851;Drink Misto Maracujá 269ml;3;BONIFICAÇÃO;23;53.13;Janeiro
2026-01-21;10004230;SUPRIMENTOS GARRAFAS & SABORES;90013172;Bebidas Mistas Alcoólicas;10015852;Drink Misto Senses 269ml;1;VENDA;651;12863.76;Janeiro
2026-01-21;10004234;LOGÍSTICA BEBIDAS ATACADO FELIZ;90013159;Cervejas Puro Malte;10002818;Cerveja Puro Malte Premium 355ml;1;VENDA;864;16467.84;Janeiro
2026-01-21;10004237;LOGÍSTICA MUNDO DAS BEBIDAS;90013153;Refrigerantes Sabor Cola;10001865;Refri Cola Original 600ml;1;VENDA;1872;26956.8;Janeiro
2026-01-21;10004225;DISTRIBUIDORA BRINDE ATIVO;91503404;Bebidas Gasosas Saborizadas;10022639;Soda Limonada Diet 350ml;1;VENDA;1654;25521.22;Janeiro
2026-01-21;10004219;SUPRIMENTOS MASTER BEBIDAS;90013041;Cervejas Artesanais Lupuladas;10008019;Cerveja IPA Imperial Lúpulo 473ml;1;VENDA;64;345.6;Janeiro
2026-01-21;10004230;SUPRIMENTOS GARRAFAS & SABORES;90013172;Bebidas Mistas Alcoólicas;10015849;Drink Misto Blueberry 330ml;1;VENDA;106;1033.5;Janeiro
2026-01-21;10004230;SUPRIMENTOS GARRAFAS & SABORES;91503402;Bebidas Energéticas Funcionais;10022953;Energético Focus Max 500ml (Garrafa);1;VENDA;61;407.47999999999996;Janeiro
2026-01-21;10000964;LOGÍSTICA ESSENCIAL BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015850;Drink Misto Melancia 269ml;1;VENDA;964;18065.359999999997;Janeiro
2026-01-21;10000964;LOGÍSTICA ESSENCIAL BEBIDAS;91503409;Bebidas Prontas Geladas;10021534;Hard Seltzer Limão 310ml;1;VENDA;968;18314.56;Janeiro
2026-01-21;10004007;LOGÍSTICA GUARDA BEBIDAS;90013159;Cervejas Puro Malte;10002818;Cerveja Puro Malte Premium 355ml;1;VENDA;1235;23329.15;Janeiro
2026-01-21;10004003;REDE BRINDE FELIZ DISTRIBUIÇÃO;91503409;Bebidas Prontas Geladas;10021537;Hard Seltzer Abacaxi 310ml;13;COMPRA;768;13923.84;Janeiro
2026-01-21;10004237;LOGÍSTICA MUNDO DAS BEBIDAS;91503402;Bebidas Energéticas Funcionais;10022946;Energético Focus Max 250ml (Lata);1;VENDA;568;7469.2;Janeiro
2026-01-21;10004007;LOGÍSTICA GUARDA BEBIDAS;90013153;Refrigerantes Sabor Cola;10001866;Refri Cola Original 2L;1;VENDA;198;1314.72;Janeiro
2026-01-21;10004211;DISTRIBUIDORA TUDO EM BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015849;Drink Misto Blueberry 330ml;1;VENDA;652;10823.2;Janeiro
2026-01-21;10004002;COMERCIAL MUNDO DAS BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015850;Drink Misto Melancia 269ml;3;BONIFICAÇÃO;42;161.28;Janeiro
2026-01-21;10004009;ATACADISTA BRINDE SUPREMO;90013172;Bebidas Mistas Alcoólicas;10015851;Drink Misto Maracujá 269ml;1;VENDA;472;5512.96;Janeiro
2026-01-21;10004227;LOGÍSTICA INTEGRAL DE BEBIDAS;90013006;Bebidas Funcionais Vitaminadas;10022281;Isotônico Citrus Vitaminado 500ml;1;VENDA;1991;31676.81;Janeiro
2026-01-21;10000449;ATACADO BRINDE & CIA;90013153;Refrigerantes Sabor Cola;10001865;Refri Cola Original 600ml;1;VENDA;356;1982.92;Janeiro
2026-01-21;10004003;REDE BRINDE FELIZ DISTRIBUIÇÃO;90013094;Bebidas Energéticas Premium;10020283;Energético Red Blue Summer Edition 250ml;1;VENDA;1984;38112.64;Janeiro
2026-01-21;10004215;CENTRAL DE SUPRIMENTOS DE BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015855;Drink Misto Pineapple 269ml;1;VENDA;953;5022.3099999999995;Janeiro
2026-01-21;10004227;LOGÍSTICA INTEGRAL DE BEBIDAS;91503404;Bebidas Gasosas Saborizadas;10022639;Soda Limonada Diet 350ml;1;VENDA;272;1667.36;Janeiro
2026-01-21;10004236;ATACADISTA SELEÇÃO DE BEBIDAS;90013210;Produção de Bebidas em Grande Escala;10023211;Concentrado de Xarope Guaraná 50L;1;VENDA;1992;15159.12;Janeiro
2026-01-21;10000964;LOGÍSTICA ESSENCIAL BEBIDAS;90013014;Sucos Naturais Premium;10021324;Néctar de Uva Premium 1L;3;BONIFICAÇÃO;28;122.64;Janeiro
2026-01-21;10004234;LOGÍSTICA BEBIDAS ATACADO FELIZ;90013006;Bebidas Funcionais Vitaminadas;10022281;Isotônico Citrus Vitaminado 500ml;1;VENDA;993;19423.079999999998;Janeiro
2026-01-21;10004237;LOGÍSTICA MUNDO DAS BEBIDAS;90013023;Destilados Especiais;10013359;Rum Carta Blanca Especial 1L;1;VENDA;188;2498.52;Janeiro
2026-01-21;10004238;LOGÍSTICA BEBIDAS DO BRASIL;90013172;Bebidas Mistas Alcoólicas;10015856;Drink Misto Lemonade 269ml;1;VENDA;1602;17862.3;Janeiro
2026-01-21;10004234;LOGÍSTICA BEBIDAS ATACADO FELIZ;90013018;Destilados Premium;10016862;Gin London Dry Premium 750ml;1;VENDA;1689;13596.45;Janeiro
2026-01-21;10004003;REDE BRINDE FELIZ DISTRIBUIÇÃO;90013032;Vinhos Tintos Importados;10001164;Vinho Tinto Cabernet Reservado 750ml;1;VENDA;923;15017.21;Janeiro
2026-01-21;10004006;SUPRIMENTOS GARRAFAS & COPO;91503402;Bebidas Energéticas Funcionais;10022953;Energético Focus Max 500ml (Garrafa);1;VENDA;79;722.0600000000001;Janeiro
2026-01-21;10004001;LOGÍSTICA GARRAFAS & LOG;90013018;Destilados Premium;10016862;Gin London Dry Premium 750ml;1;VENDA;822;13373.94;Janeiro
2026-01-21;10004004;CENTRAL DE NUTRIÇÃO E BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015856;Drink Misto Lemonade 269ml;1;VENDA;1498;16747.64;Janeiro
2026-01-21;10004226;LOGÍSTICA CENTRAL DE BEBIDAS;90013006;Bebidas Funcionais Vitaminadas;10022283;Isotônico Tangerina Vitaminado 500ml;1;VENDA;953;16210.53;Janeiro
2026-01-21;10004223;LOGÍSTICA BEBIDAS DO SUL;90013094;Bebidas Energéticas Premium;10020282;Energético Red Blue Tropical Edition 250ml;1;VENDA;1070;21293.0;Janeiro
2026-01-21;10004202;CENTRAL CONFORT BEBIDAS;90013082;Cervejas Regionais;10021924;Cerveja Pilsen Regional do Sul 600ml;1;VENDA;1310;10349.0;Janeiro
2026-01-21;10000449;ATACADO BRINDE & CIA;90013014;Sucos Naturais Premium;10008336;Suco de Laranja Integral 300ml;1;VENDA;662;8784.74;Janeiro
2026-01-21;10004228;SUPRIMENTOS BRINDE UNIDO;90013172;Bebidas Mistas Alcoólicas;10015851;Drink Misto Maracujá 269ml;1;VENDA;13;109.98000000000002;Janeiro
2026-01-21;10004005;DISTRIBUIDORA SABOR DAS BEBIDAS;90013060;Bebidas Prontas para Consumo (RTD);10003696;Gin Tônica Limão 269ml;1;VENDA;1973;34271.01;Janeiro
2026-01-21;10004004;CENTRAL DE NUTRIÇÃO E BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015854;Pack Econômico Drink Misto 269ml;1;VENDA;1181;11290.36;Janeiro
2026-01-21;10004007;LOGÍSTICA GUARDA BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015859;Drink Misto Green Apple 269ml;1;VENDA;524;2751.0;Janeiro
